"OBÈINE","VRSTA ODJEMALCA","2020M01 (zaèasni podatki)","2020M02 (zaèasni podatki)","2020M03 (zaèasni podatki)","2020M04 (zaèasni podatki)","2020M05 (zaèasni podatki)","2020M06 (zaèasni podatki)","2020M07 (zaèasni podatki)","2020M08 (zaèasni podatki)","2020M09 (zaèasni podatki)","2020M10 (zaèasni podatki)","2020M11 (zaèasni podatki)","2020M12 (zaèasni podatki)","2021M01 (zaèasni podatki)","2021M02 (zaèasni podatki)","2021M03 (zaèasni podatki)","2021M04 (zaèasni podatki)","2021M05 (zaèasni podatki)","2021M06 (zaèasni podatki)","2021M07 (zaèasni podatki)","2021M08 (zaèasni podatki)","2021M09 (zaèasni podatki)","2021M10 (zaèasni podatki)","2021M11 (zaèasni podatki)","2021M12 (zaèasni podatki)","2022M01 (zaèasni podatki)","2022M02 (zaèasni podatki)","2022M03 (zaèasni podatki)","2022M04 (zaèasni podatki)","2022M05 (zaèasni podatki)","2022M06 (zaèasni podatki)","2022M07 (zaèasni podatki)","2022M08 (zaèasni podatki)","2022M09 (zaèasni podatki)"
"Radovljica","Poslovni subjekti",4515212,4050456,3894173,3140648,3710715,4005216,4395724,4296780,4361318,4236718,3960401,3912127,4119924,3737379,4152627,3864092,4276131,4530371,4806560,4270639,4437090,4265213,4446920,4464896,4541537,3926694,4789719,4174453,4649399,4896758,4592844,4435021,4435367
"Ravne na Koroškem","Vrsta odjemalca - SKUPAJ",3619907,3232267,3256361,2825366,3011796,2797526,2730988,2827447,2958413,3223664,3321336,3514064,3678204,3235360,3557423,3135894,3172909,2895011,2718793,2704910,2851952,3182338,3377013,3996742,3925806,3333860,3615074,3058293,2959103,2874850,2724740,2694917,2893156
"Ravne na Koroškem","Gospodinjstva",1886820,1670115,1817111,1629005,1665610,1388341,1378606,1393957,1398527,1646490,1798015,2053272,2089193,1740837,1826647,1659643,1590509,1357827,1301356,1314929,1357638,1606526,1710759,2153575,2039055,1657212,1760418,1550761,1386046,1261327,1246025,1235931,1310130
"Ravne na Koroškem","Poslovni subjekti",1733087,1562152,1439250,1196361,1346186,1409185,1352382,1433490,1559886,1577174,1523321,1460792,1589011,1494523,1730776,1476251,1582400,1537184,1417437,1389981,1494314,1575812,1666254,1843167,1886751,1676648,1854656,1507532,1573057,1613523,1478715,1458986,1583026
"Razkrižje","Vrsta odjemalca - SKUPAJ",272215,220082,228207,204746,205205,200167,217642,226334,204989,216627,233816,261781,262260,228162,237370,215076,214670,220025,214254,201044,199628,228044,241253,288441,275041,230475,248782,218036,203855,200887,196047,191424,194801
"Razkrižje","Gospodinjstva",199110,156285,165184,152815,148146,137972,152956,159439,141122,156132,175693,199357,199550,169970,171407,157578,153908,157541,146901,139801,139221,161745,169779,212186,198167,162596,172509,150611,137351,135951,134638,131543,133435
"Razkrižje","Poslovni subjekti",73105,63797,63023,51931,57059,62195,64686,66895,63867,60495,58123,62424,62710,58192,65963,57498,60762,62484,67353,61243,60407,66299,71474,76255,76874,67879,76273,67425,66504,64936,61409,59881,61366
"Reèica ob Savinji","Vrsta odjemalca - SKUPAJ",689492,582644,626230,506652,499811,481917,471118,464642,466363,538141,604451,682487,739462,611756,656834,589042,546845,517956,497720,476559,494224,586848,639696,842373,744054,597626,644444,539227,490335,485707,482699,478980,466876
"Reèica ob Savinji","Gospodinjstva",487650,398477,423475,355992,331766,294413,288242,293447,292258,358156,433611,502599,528567,412534,433759,383414,333294,296019,281275,284226,279778,358785,402735,577629,508628,398486,418678,342766,283278,256158,259186,254964,261334
"Reèica ob Savinji","Poslovni subjekti",201842,184167,202755,150660,168045,187504,182876,171195,174105,179985,170840,179888,210895,199222,223075,205628,213551,221937,216445,192333,214446,228063,236961,264744,235426,199140,225766,196461,207057,229549,223513,224016,205542
"Renèe - Vogrsko","Vrsta odjemalca - SKUPAJ",2755760,2453912,2324190,1871605,1699686,1722241,1959685,2046758,1594849,1820380,1656137,1895928,2455450,2184251,2401243,2274521,1908521,1909634,2025785,1962728,1993951,2138482,2063986,1905962,1962269,2251907,2407438,2166038,2047265,2136175,2128499,1804633,1901091
"Renèe - Vogrsko","Gospodinjstva",864133,730377,707910,701730,593044,555017,584930,597774,560883,664851,758265,846480,920669,769524,754888,856629,637398,585498,610385,590954,570457,646421,723454,900980,909307,803987,815639,711424,602059,555222,625344,597307,544452
"Renèe - Vogrsko","Poslovni subjekti",1891627,1723535,1616280,1169875,1106642,1167224,1374755,1448984,1033966,1155529,897872,1049448,1534781,1414727,1646355,1417892,1271123,1324136,1415400,1371774,1423494,1492061,1340532,1004982,1052962,1447920,1591799,1454614,1445206,1580953,1503155,1207326,1356639
"Ribnica","Vrsta odjemalca - SKUPAJ",3423658,3138586,3200284,2856909,3147619,3090771,3177752,2998927,3143910,3455364,3473597,3461783,3421241,3176977,3575940,3267033,3628461,3157923,3130507,3019232,3165220,3390595,3597408,3604960,3419042,3236554,3586114,3156100,3281433,3049733,2924699,2913512,3027370
"Ribnica","Gospodinjstva",1269466,1124077,1244327,1180316,1284969,1102575,1097295,1071755,1039832,1226546,1316539,1380648,1372394,1184430,1275161,1222673,1514164,1112416,1107923,1086990,1084458,1226043,1373909,1456489,1344214,1336369,1366954,1238772,1149831,1093908,1068556,1045873,1049780
"Ribnica","Poslovni subjekti",2154192,2014509,1955957,1676593,1862650,1988196,2080457,1927172,2104078,2228818,2157058,2081135,2048847,1992547,2300779,2044360,2114297,2045507,2022584,1932242,2080762,2164552,2223499,2148471,2074828,1900185,2219160,1917328,2131602,1955825,1856143,1867639,1977590
"Ribnica na Pohorju","Vrsta odjemalca - SKUPAJ",329925,269866,220180,185856,200806,190543,201513,209128,198422,193584,187842,287998,237728,204017,223727,196432,215312,186208,191956,213436,192279,208065,219236,384626,374465,266497,251681,214726,197946,185147,190194,194523,165868
"Ribnica na Pohorju","Gospodinjstva",173187,150244,159869,142781,127291,131140,130000,128273,132374,147705,156706,186359,179980,152644,171441,151863,155802,133671,133836,136071,131343,150494,158266,208956,195435,156806,168188,150633,139659,129353,129135,131198,128674
"Ribnica na Pohorju","Poslovni subjekti",156738,119622,60311,43075,73515,59403,71513,80855,66048,45879,31136,101639,57748,51373,52286,44569,59510,52537,58120,77365,60936,57571,60970,175670,179030,109691,83493,64093,58287,55794,61059,63325,37194
"Rogaška Slatina","Vrsta odjemalca - SKUPAJ",5377967,4632875,4615710,3919373,4212299,3708091,3676765,3832876,3525238,4437323,4459253,4889120,4756206,4270273,4597467,4240741,4249313,4582964,4800932,4862115,4615562,4860497,4860091,5597022,5259557,4497890,5032376,4608300,4774424,4853308,5023076,4966239,4617708
"Rogaška Slatina","Gospodinjstva",1658021,1359881,1489765,1331750,1333040,1197616,1213024,1249597,1193831,1369905,1548219,1846436,1756116,1459726,1541330,1404991,1312987,1196863,1195230,1202565,1173986,1390519,1490558,1867417,1762524,1425295,1543165,1354156,1214486,1148209,1168911,1145534,1155544
"Rogaška Slatina","Poslovni subjekti",3719946,3272994,3125945,2587623,2879259,2510475,2463741,2583279,2331407,3067418,2911034,3042684,3000090,2810547,3056137,2835750,2936326,3386101,3605702,3659550,3441576,3469978,3369533,3729605,3497033,3072595,3489211,3254144,3559938,3705099,3854165,3820705,3462164
"Rogašovci","Vrsta odjemalca - SKUPAJ",699120,627305,626567,558271,588375,553055,568825,551719,534679,586450,631295,754631,721861,650953,669108,603994,590013,565469,574284,552637,536537,619225,666845,733036,759519,634053,669892,586050,524358,505202,520410,494322,493552
"Rogašovci","Gospodinjstva",483764,445819,456682,447686,440551,392030,405490,398256,368167,432158,446968,564404,528989,465835,476212,436877,430816,400067,404577,390503,369684,438310,469623,520465,543982,452069,476010,430053,374837,360994,386063,363124,350838
"Rogašovci","Poslovni subjekti",215356,181486,169885,110585,147824,161025,163335,153463,166512,154292,184327,190227,192872,185118,192896,167117,159197,165402,169707,162134,166853,180915,197222,212571,215537,181984,193882,155997,149521,144208,134347,131198,142714
"Rogatec","Vrsta odjemalca - SKUPAJ",806795,691116,681259,567700,654164,649946,698111,652088,687620,727113,737405,767296,753031,670968,741142,667572,676373,709422,689772,661511,641342,692892,687333,751695,754018,639876,712973,638395,636442,686156,650730,648129,603716
"Rogatec","Gospodinjstva",354719,300462,339418,299638,319250,279311,288888,287704,279506,313042,342975,392751,379601,314730,337932,312871,303129,287675,289860,287145,272224,322057,327927,387389,377217,311382,333992,297509,274978,266559,276059,270280,268373
"Rogatec","Poslovni subjekti",452076,390654,341841,268062,334914,370635,409223,364384,408114,414071,394430,374545,373430,356238,403210,354701,373244,421747,399912,374366,369118,370835,359406,364306,376801,328494,378981,340886,361464,419597,374671,377849,335343
"Ruše","Vrsta odjemalca - SKUPAJ",3537779,3178529,3297901,2569549,2437462,2531708,2857785,2493294,2793685,3112191,3403985,3617313,3815462,3466862,3710789,3228795,3255802,3027916,3136121,2664654,2944754,3290523,3547302,3839551,3761925,3168264,3508483,3051983,2961850,2813706,2817827,2425878,2745678
"Ruše","Gospodinjstva",1356782,1058969,1186555,983149,929254,812655,797773,795522,805258,997979,1210339,1465157,1463665,1197994,1209163,1068981,948481,809367,787160,789984,788559,1042459,1189648,1457731,1439796,1169088,1229292,1018710,841074,758971,758056,748010,807050
"Ruše","Poslovni subjekti",2180997,2119560,2111346,1586400,1508208,1719053,2060012,1697772,1988427,2114212,2193646,2152156,2351797,2268868,2501626,2159814,2307321,2218549,2348961,1874670,2156195,2248064,2357654,2381820,2322129,1999176,2279191,2033273,2120776,2054735,2059771,1677868,1938628
"Selnica ob Dravi","Vrsta odjemalca - SKUPAJ",1168640,1036095,1075220,926646,899428,851504,928259,897966,869796,1018279,1132193,1336566,1435279,1109043,1134731,1176062,1034174,876230,956917,937624,849870,1106201,1197686,1511158,1430576,1196956,1302669,1075536,999258,931629,897317,892821,872531
"Selnica ob Dravi","Gospodinjstva",855737,703310,766474,649115,621491,557533,566293,556743,518339,669822,779031,948985,934104,766038,772488,713531,664869,556037,541307,593776,545266,684924,743926,982846,941339,757899,802626,671790,568977,522893,524468,515892,531268
"Selnica ob Dravi","Poslovni subjekti",312903,332785,308746,277531,277937,293971,361966,341223,351457,348457,353162,387581,501175,343005,362243,462531,369305,320193,415610,343848,304604,421277,453760,528312,489237,439057,500043,403746,430281,408736,372849,376929,341263
"Semiè","Vrsta odjemalca - SKUPAJ",2157792,1951402,1962651,1499973,1562346,1474690,1731603,1585553,1842526,2011935,2123952,2220999,2357661,2058849,2184234,1986843,1929378,1984853,2037894,1687939,2028419,2077336,2135085,2211184,2375539,1985030,2208411,1784753,1874979,1875865,1766532,1558334,1888401
"Semiè","Gospodinjstva",637678,524135,572900,519535,512519,490485,522015,549050,500642,556398,617601,721542,723948,588775,601923,571543,521858,522987,535804,515929,493387,569818,599299,715675,708464,578776,627029,536076,484863,485596,516592,492062,491520
"Semiè","Poslovni subjekti",1520114,1427267,1389751,980438,1049827,984205,1209588,1036503,1341884,1455537,1506351,1499457,1633713,1470074,1582311,1415300,1407520,1461866,1502090,1172010,1535032,1507518,1535786,1495509,1667075,1406254,1581382,1248677,1390116,1390269,1249940,1066272,1396881
"Sevnica","Vrsta odjemalca - SKUPAJ",6792992,6217939,6366975,4860127,5256098,5276134,5932774,5226532,5995985,6296848,6441632,6553352,6733511,6111755,6782439,6046963,5964890,6023295,5487808,6147965,5933247,6159706,6282665,6710253,6852232,6039655,6587090,5627714,5709922,5821883,5874243,5006013,5425953
"Sevnica","Gospodinjstva",2705616,2262620,2459103,2233738,2161554,1989395,2043365,2075632,2069141,2324939,2541204,2905136,2917264,2431518,2507271,2326632,2184507,2034631,2066661,2029994,2013204,2335930,2459631,2924013,2910311,2365060,2537249,2232694,2004333,1926452,1982876,1925121,1970976
"Sevnica","Poslovni subjekti",4087376,3955319,3907872,2626389,3094544,3286739,3889409,3150900,3926844,3971909,3900428,3648216,3816247,3680237,4275168,3720331,3780383,3988664,3421147,4117971,3920043,3823776,3823034,3786240,3941921,3674595,4049841,3395020,3705589,3895431,3891367,3080892,3454977
"Sežana","Vrsta odjemalca - SKUPAJ",6867407,6434119,6369783,5196419,5300411,5583284,6157365,5981972,5955426,6114188,6095285,6211410,6405937,5802940,6356534,5718400,5753512,6062214,6278346,5874457,6296026,6293867,6723098,6948278,6936613,6388574,6995197,6171751,6241890,6642622,6669977,6104957,5977758
"Sežana","Gospodinjstva",2316951,2050427,2192263,1900787,1803995,1658683,1676644,1707514,1692179,1951434,2346969,2466644,2608555,2157205,2245796,2050982,1867410,1645863,1665967,1665233,1630743,1959182,2394977,2595221,2527544,2232312,2318260,2014872,1738274,1671188,1665217,1605110,1609068
"Sežana","Poslovni subjekti",4550456,4383692,4177520,3295632,3496416,3924601,4480721,4274458,4263247,4162754,3748316,3744766,3797382,3645735,4110738,3667418,3886102,4416351,4612379,4209224,4665283,4334685,4328121,4353057,4409069,4156262,4676937,4156879,4503616,4971434,5004760,4499847,4368690
"Slovenj Gradec","Vrsta odjemalca - SKUPAJ",7736513,6899254,6661735,5351797,5557726,5642442,5959105,6109950,6273355,6708946,6853010,7245934,7579756,6720270,7247796,6253337,6408992,6323359,6155882,6020124,6023020,6451770,6704130,7706830,7756236,6683968,7141903,5977856,5811635,5740742,5663188,5496563,5601489
"Slovenj Gradec","Gospodinjstva",3146985,2660611,2792104,2666983,2352371,2073745,2032604,2051605,2100128,2518669,2813422,3409230,3451304,2789466,2863172,2600025,2372250,2037050,1954837,2014510,2055396,2494050,2728637,3635179,3423024,2683100,2855885,2445829,2003088,1834842,1810416,1815758,1936977
"Slovenj Gradec","Poslovni subjekti",4589528,4238643,3869631,2684814,3205355,3568697,3926501,4058345,4173227,4190277,4039588,3836704,4128452,3930804,4384624,3653312,4036742,4286309,4201045,4005614,3967624,3957720,3975493,4071651,4333212,4000868,4286018,3532027,3808547,3905900,3852772,3680805,3664512
"Slovenska Bistrica","Vrsta odjemalca - SKUPAJ",18578988,17594159,18368360,15458241,15591313,15472368,16190304,15832564,16618842,17966755,18267578,17875482,19443310,17932027,19281619,17344261,17311388,17569337,18078786,17618481,17187093,18852569,18850363,18588331,20019096,18137391,20370298,17285455,17411387,17748452,17632581,17185525,16782269
"Slovenska Bistrica","Gospodinjstva",4910915,3995898,4260938,3732018,3490120,3203810,3180630,3200897,3131696,3810880,4468194,5449006,5260334,4282679,4439667,4012653,3581683,3214694,3167562,3157125,3139005,3910945,4402503,5469035,5242888,4258925,4540904,3816082,3230041,2996207,3092636,2974934,3120559
"Slovenska Bistrica","Poslovni subjekti",13668073,13598261,14107422,11726223,12101193,12268558,13009674,12631667,13487146,14155875,13799384,12426476,14182976,13649348,14841952,13331608,13729705,14354643,14911224,14461356,14048088,14941624,14447860,13119296,14776208,13878466,15829394,13469373,14181346,14752245,14539945,14210591,13661710
"Slovenske Konjice","Vrsta odjemalca - SKUPAJ",7657069,6958255,7125521,6009209,5904736,5934970,6888868,5966063,6858236,7134217,7267150,7082994,7718502,6876685,7527278,6781358,7025856,7072835,7226737,6053025,7087641,7413448,7619383,7963472,8121131,7151989,8211218,6879012,7066257,7177412,7016636,6104690,6918613
"Slovenske Konjice","Gospodinjstva",2621071,2176553,2348854,2126904,2024692,1843117,1851680,1885176,1845700,2160882,2406144,2850050,2808938,2314311,2413275,2204157,2051486,1866671,1836379,1820015,1811690,2181478,2377360,2881441,2792336,2264643,2448415,2091043,1837232,1742076,1773503,1726285,1807273
"Slovenske Konjice","Poslovni subjekti",5035998,4781702,4776667,3882305,3880044,4091853,5037188,4080887,5012536,4973335,4861006,4232944,4909564,4562374,5114003,4577201,4974370,5206164,5390358,4233010,5275951,5231970,5242023,5082031,5328795,4887346,5762803,4787969,5229025,5435336,5243133,4378405,5111340
"Sodražica","Vrsta odjemalca - SKUPAJ",1349949,1273556,1379921,1369020,1319957,1380410,1367134,1341780,1292762,1432741,1403914,1232158,1377043,1344199,1340989,1396659,1675984,1363899,1393492,1415950,1410345,1497238,1389685,1336140,1484607,1260644,1385150,1377071,1464546,1344702,1376185,1411266,1259779
"Sodražica","Gospodinjstva",294804,285707,278942,273458,317528,259248,264294,255545,253202,278626,277218,312908,324770,274316,308009,279543,491387,271060,277568,268203,273385,321281,319317,335822,311973,306967,312085,290362,309454,265499,272963,268097,269920
"Sodražica","Poslovni subjekti",1055145,987849,1100979,1095562,1002429,1121162,1102840,1086235,1039560,1154115,1126696,919250,1052273,1069883,1032980,1117116,1184597,1092839,1115924,1147747,1136960,1175957,1070368,1000318,1172634,953677,1073065,1086709,1155092,1079203,1103222,1143169,989859
"Solèava","Vrsta odjemalca - SKUPAJ",202717,186775,178753,153894,163813,188672,217017,222664,207517,187208,170410,192941,202772,170556,183294,165290,180945,191971,215151,222848,211338,213426,195522,236548,226702,195026,204193,186075,189452,201330,217134,224526,203313
"Solèava","Gospodinjstva",99912,90325,97337,88965,86683,84508,97643,96534,85460,88488,90344,113928,109820,87625,88336,82522,81344,79812,87868,92438,83636,94043,91517,113237,105793,89578,93457,86379,79680,85353,93062,90741,83465
"Solèava","Poslovni subjekti",102805,96450,81416,64929,77130,104164,119374,126130,122057,98720,80066,79013,92952,82931,94958,82768,99601,112159,127283,130410,127702,119383,104005,123311,120909,105448,110736,99696,109772,115977,124072,133785,119848
"Središèe ob Dravi","Vrsta odjemalca - SKUPAJ",597388,517640,540726,466190,474872,472785,515738,511628,520170,620360,588388,587858,589912,508723,530116,482772,458159,446468,491702,467967,493666,621097,623661,638012,632393,536167,550728,482139,469881,475695,504796,493252,532616
"Središèe ob Dravi","Gospodinjstva",311005,255708,273384,246129,238158,227683,230672,236977,219309,251956,271339,318941,320559,267214,275804,264814,239527,228025,232254,229893,222117,258228,275000,331173,323519,263032,281847,247902,223259,212606,222542,217809,217568
"Središèe ob Dravi","Poslovni subjekti",286383,261932,267342,220061,236714,245102,285066,274651,300861,368404,317049,268917,269353,241509,254312,217958,218632,218443,259448,238074,271549,362869,348661,306839,308874,273135,268881,234237,246622,263089,282254,275443,315048
"Starše","Vrsta odjemalca - SKUPAJ",1081665,868552,895891,740770,700317,632691,661807,676064,660760,805182,928398,1211976,1119557,940879,965604,862622,762968,686541,690321,670786,665149,856199,978787,1297115,1166702,961977,1027713,835543,685053,664330,675357,667803,680533
